epoch,train_loss,val_loss
0,0.8564899911483129,0.9198174178600311
1,0.7434598505496979,0.8759806305170059
2,0.7201402932405472,0.8149673938751221
3,0.7108064442873001,0.8034549206495285
4,0.7094645748535792,0.8400832265615463
5,0.7026955932378769,0.7701094299554825
6,0.6946301360925039,0.7983757108449936
7,0.6901142199834188,0.7965886145830154
8,0.6855196754137675,0.8017530888319016
9,0.6867625365654627,0.773243859410286
10,0.6865164488554001,0.7791320532560349
11,0.6795288721720377,0.7738403975963593
12,0.6764369557301203,0.7733473032712936
13,0.6748469471931458,0.8005266636610031
14,0.6756549725929896,0.7755260765552521
15,0.6683327456315359,0.7573251128196716
16,0.6658985565106074,0.7571808099746704
17,0.6659513711929321,0.7743210643529892
18,0.6623236934343973,0.7682811915874481
19,0.6629011482000351,0.7657856047153473
20,0.6595983306566874,0.7703918665647507
21,0.6619843145211538,0.7651492059230804
22,0.6565938691298167,0.7665164917707443
23,0.6497069547573725,0.7642080932855606
24,0.6535291224718094,0.7654773741960526
25,0.6496024976174036,0.7638310045003891
26,0.6495076368252436,0.7612384557723999
27,0.6437478065490723,0.7471892982721329
28,0.6364548007647196,0.7442210018634796
29,0.6332715799411138,0.7391097545623779
30,0.6337938755750656,0.7430955469608307
31,0.6315884838501612,0.7404979914426804
32,0.6302396555741628,0.7391630560159683
33,0.6308774401744207,0.7388702034950256
34,0.6293646345535914,0.7373160719871521
35,0.6262686600287756,0.7394382208585739
36,0.6271848976612091,0.7383979260921478
37,0.6251757442951202,0.7406119555234909
38,0.6250883936882019,0.7384887039661407
39,0.6247723350922266,0.7372884899377823
40,0.6244292954603831,0.7404780089855194
41,0.6218065420786539,0.7390137910842896
42,0.6240054120620092,0.7370288223028183
43,0.6223660806814829,0.7387591004371643
44,0.6231318364540736,0.736567959189415
45,0.6245317111412684,0.7363371700048447
46,0.6234404345353445,0.737371563911438
47,0.6230626851320267,0.7377694100141525
48,0.6219956974188486,0.7364616692066193
49,0.6219599545001984,0.735911175608635
50,0.6215749035278956,0.7377047091722488
51,0.6210452963908514,0.7387984842061996
52,0.620683362086614,0.7372672110795975
53,0.6223893711964289,0.737525224685669
54,0.6232485721508662,0.7382459193468094
55,0.621288076043129,0.7361218482255936
56,0.6207240323225657,0.7359923422336578
57,0.6233039945363998,0.7396905720233917
58,0.6238245864709219,0.7381850630044937
59,0.6219561795393626,0.7369998693466187
