epoch,train_loss,val_loss
0,1.193348189194997,4.544333100318909
1,0.8515057414770126,2.456887185573578
2,0.747984970609347,0.8806241601705551
3,0.6982555737098058,0.6833993047475815
4,0.6446889440218607,0.6476352661848068
5,0.6274332652489344,0.6182768493890762
6,0.6048783957958221,0.5991480350494385
7,0.5910864720741907,0.5678315162658691
8,0.5777846376101176,0.5864697396755219
9,0.5582917928695679,0.6056537479162216
10,0.5603437225023905,0.6047332882881165
11,0.5409043083588282,0.4984428882598877
12,0.5322601348161697,0.5755005925893784
13,0.5360988279183706,0.5291708558797836
14,0.5209790592392286,0.5497275143861771
15,0.4999054744839668,0.4527231603860855
16,0.48513877640167874,0.4721496030688286
17,0.4836117550730705,0.5621259659528732
18,0.48840249826510745,0.5915677100419998
19,0.4956223318974177,0.4644899517297745
20,0.4746638188759486,0.46300947666168213
21,0.45669054239988327,0.40763839334249496
22,0.4395732656121254,0.4779963418841362
23,0.4449981525540352,0.44593700021505356
24,0.4300462578733762,0.4116656556725502
25,0.41697485744953156,0.39377782493829727
26,0.41204767177502316,0.4387928247451782
27,0.40399035563071567,0.385383740067482
28,0.38843386868635815,0.4247198775410652
29,0.3864881545305252,0.4633801132440567
30,0.39617876211802167,0.5017194449901581
31,0.3974604407946269,0.4507867321372032
32,0.3841664120554924,0.3996956944465637
33,0.379262941579024,0.40546367317438126
34,0.35959097494681674,0.3743489310145378
35,0.3499440650145213,0.3888003006577492
36,0.342622975508372,0.38066466152668
37,0.3398916572332382,0.38652294874191284
38,0.33606886863708496,0.39560718834400177
39,0.3264090021451314,0.35685332864522934
40,0.3133360842863719,0.3946688026189804
41,0.312855526804924,0.3737255334854126
42,0.3064192185799281,0.4005477875471115
43,0.30219611525535583,0.3736498951911926
44,0.2987443233529727,0.3959772288799286
45,0.29590997099876404,0.3927744925022125
46,0.29209331423044205,0.3872409015893936
47,0.2839813008904457,0.3795090839266777
48,0.27863074094057083,0.38244979083538055
49,0.27164822320143384,0.4131222665309906
50,0.2698243359724681,0.3759445622563362
51,0.27019475648800534,0.4171958863735199
52,0.2679373597105344,0.37267810106277466
53,0.26284079253673553,0.39365537464618683
54,0.2625294079383214,0.41833513230085373
55,0.25415827830632526,0.3962835893034935
56,0.24827882274985313,0.3774527907371521
57,0.24864116807778677,0.4302355721592903
58,0.24353604018688202,0.39060496538877487
59,0.2352095109721025,0.40542153269052505
60,0.23204667617877325,0.39537955075502396
61,0.23048786570628485,0.3943214640021324
62,0.23006530230244002,0.4267983213067055
63,0.2263075498243173,0.4041697308421135
64,0.22165983046094576,0.41689080744981766
65,0.21817741294701895,0.3983137384057045
66,0.2185810183485349,0.43715302646160126
67,0.21451108902692795,0.39005929976701736
68,0.21452104672789574,0.41378602385520935
69,0.20937656238675117,0.3999069258570671
70,0.20522627234458923,0.38183482736349106
71,0.20238316307465234,0.40876634418964386
72,0.201615858823061,0.4064875915646553
73,0.20134606709082922,0.4936482012271881
74,0.20143923039237657,0.39908091723918915
75,0.2016583022971948,0.4337150305509567
76,0.19842126592993736,0.4139232411980629
77,0.20711159333586693,0.39754509925842285
78,0.199582289904356,0.40481914579868317
79,0.1907360441982746,0.4225979521870613
80,0.18816894789536795,0.4543802961707115
81,0.18607981503009796,0.42385561764240265
82,0.18260549878080687,0.43176984041929245
83,0.18838378662864366,0.4051983579993248
84,0.1821749173104763,0.39385540038347244
85,0.17751545210679373,0.43014615029096603
86,0.1743017906943957,0.419686459004879
87,0.17311380927761397,0.43058061599731445
88,0.17100427175561586,0.43854787200689316
89,0.16877502078811327,0.4421689137816429
90,0.17139244824647903,0.4564899057149887
91,0.1695981857677301,0.45019257068634033
92,0.17454906304677328,0.42021287977695465
93,0.17199907576044401,0.4373274967074394
94,0.16612731168667474,0.44732602685689926
95,0.16403061151504517,0.43524738401174545
96,0.16127565006415048,0.44492363184690475
97,0.15796793748935065,0.43181855976581573
98,0.15656572207808495,0.4233284667134285
99,0.15619883065422377,0.43929557502269745
