epoch,train_loss,val_loss
0,1.5357795655727386,6.466307520866394
1,0.9417238533496857,1.4105428755283356
2,0.8270443479220072,1.0117953270673752
3,0.7269475211699804,0.875365674495697
4,0.7379970500866572,1.012941300868988
5,0.6438551644484202,0.7130715399980545
6,0.583765909075737,0.7731485217809677
7,0.5536519885063171,0.635373443365097
8,0.5211075668533643,0.6534857302904129
9,0.5200476596752802,0.9488928318023682
10,0.5448194543520609,0.6024027317762375
11,0.516455851495266,0.5219981521368027
12,0.4838436444600423,0.5180118456482887
13,0.4574913407365481,0.48443449288606644
14,0.4757822851339976,0.5297136604785919
15,0.45493608961502713,0.5098550915718079
16,0.4411815330386162,0.5028895288705826
17,0.4328448797265689,0.4800582155585289
18,0.4110663930575053,0.46206921339035034
19,0.3936658675471942,0.5609106868505478
20,0.3884902199109395,0.44643011689186096
21,0.38155800600846607,0.45230479538440704
22,0.36235160132249195,0.4615993797779083
23,0.3518436774611473,0.40054481476545334
24,0.3469311421116193,0.3895364999771118
25,0.3453199590245883,0.39627398550510406
26,0.33378495027621585,0.36844783276319504
27,0.33436992516120273,0.3928999602794647
28,0.3712979579965274,0.45944560319185257
29,0.3596680636207263,0.3786485716700554
30,0.3293525775273641,0.3586033210158348
31,0.30934838702281314,0.39058373868465424
32,0.2917158380150795,0.36886193603277206
33,0.29049014175931615,0.3596440926194191
34,0.28541585554679233,0.3432460203766823
35,0.2729100001355012,0.3593493476510048
36,0.27051672836144763,0.361115500330925
37,0.26225949948032695,0.35074063390493393
38,0.2695268119374911,0.3491636589169502
39,0.2526472794512908,0.3377143144607544
40,0.24970139066378275,0.38015133142471313
41,0.2507426974674066,0.37935059517621994
42,0.24092679346601167,0.3472197577357292
43,0.24207689240574837,0.31786108762025833
44,0.23216306294004121,0.3192938417196274
45,0.2204820824166139,0.31949782371520996
46,0.21990235646565756,0.3375638723373413
47,0.22700085615118346,0.3941888138651848
48,0.22153382996718088,0.3595350310206413
49,0.20921665181716284,0.3276016041636467
50,0.20130806664625803,0.35646092146635056
51,0.20132175460457802,0.37645770609378815
52,0.20237022017439207,0.34910764545202255
53,0.20134439319372177,0.3629855588078499
54,0.19548279171188673,0.3443869948387146
55,0.18341434250275293,0.3388776481151581
56,0.17598489175240198,0.32491811364889145
57,0.1695286656419436,0.33621376752853394
58,0.16930555428067842,0.3424673229455948
59,0.16585330168406168,0.3463903069496155
