epoch,train_loss,val_loss
0,0.8947020421425501,0.8963635116815567
1,0.853829046090444,0.885591596364975
2,0.8215752989053726,0.873828336596489
3,0.8007578651110331,0.7959697395563126
4,0.7730699628591537,0.7670485079288483
5,0.7298241257667542,0.7545535862445831
6,0.7014007667700449,0.7523528933525085
7,0.6852241555849711,0.7619583606719971
8,0.6770966102679571,0.7454214245080948
9,0.6683035492897034,0.7445378452539444
10,0.6633543421824774,0.7680739313364029
11,0.6635584632555643,0.7541489154100418
12,0.6583246837059656,0.764914333820343
13,0.6551249921321869,0.7556954622268677
14,0.6551035841306051,0.7488452643156052
15,0.6538379987080892,0.7830909341573715
16,0.6585733195145925,0.7423639893531799
17,0.6568664908409119,0.7603975087404251
18,0.6481072256962458,0.7309727668762207
19,0.6408053735891978,0.7340272814035416
20,0.6387227873007456,0.7299068421125412
21,0.6404330730438232,0.7335798293352127
22,0.6344601859649023,0.7200493812561035
23,0.6391841818888983,0.7582981288433075
24,0.6379212836424509,0.7464854121208191
25,0.631153533856074,0.7222489565610886
26,0.6326689024766287,0.7467811107635498
27,0.6276395469903946,0.7202641516923904
28,0.6280589501063029,0.739690288901329
29,0.6249058196942011,0.7274056822061539
30,0.6201495677232742,0.71810282766819
31,0.6186373233795166,0.7200803458690643
32,0.6190491070350012,0.7335289120674133
33,0.6197452396154404,0.7196627110242844
34,0.6139525274435679,0.7122776657342911
35,0.6106850206851959,0.7129839956760406
36,0.607384925087293,0.707352414727211
37,0.6065264493227005,0.7090654373168945
38,0.6049527575572332,0.7089948356151581
39,0.6024909367163976,0.7104580104351044
40,0.6038301636775335,0.7093126028776169
41,0.6020388553539912,0.7085099667310715
42,0.6014097630977631,0.7052391916513443
43,0.6020163347323736,0.7098091244697571
44,0.5999200791120529,0.7078168541193008
45,0.6009285946687063,0.7085283696651459
46,0.6005555689334869,0.7061596214771271
47,0.6001195311546326,0.7058043479919434
48,0.5980232357978821,0.704761803150177
49,0.5993451674779257,0.7078342884778976
50,0.5990132490793864,0.7064473181962967
51,0.5988623648881912,0.7075601518154144
52,0.5997670044501623,0.7037135809659958
53,0.5976626724004745,0.706371396780014
54,0.5997879852851232,0.7070537358522415
55,0.5996848593155543,0.7068438678979874
56,0.5971487065156301,0.7064716815948486
57,0.5976877957582474,0.708060622215271
58,0.5982013593117396,0.7055302560329437
59,0.5972497363885244,0.7043851464986801
